"","folio","Edo","VERSION","INCIO","B","C","p1","p2a","p2b","p2c","P4","P5","p6","p7","P8","P9","P10A","P10B","P10C","P10D","P10E","P11","P12A","P12B","P12C","P12D","P12E","P12F","P12G","P12H","P12I","P12J","P12K","P12L","P12M","P12N","P12O","P12P","P12Q","P13A","P13B","P13C","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","p26","P27","P28","P29A","P29B","P29C","P29D","P29E","P29F","P29G","P30","P31","P32","P33","P34","P35A","P35B","P35D","P35E","P36","P37","P38A","P38B","P38C","P38D","P38E","P39A","P39B","P39C","P39D","P40","P41A","P41B","P41C","P42","P43","P44","P45","P46A","P46B","P46C","P46D","P46E","P46F","P46G","P47","boleta1","boleta2","FINAL","DIA","escol_x","gedad","cruce","ponde_rake","cve_unica_sec","circ","ClaveEntidad","Entidad","ClaveMun","Municipio","DistritoFederal","SECCION","Tipo1","FE_Final_","p1_recodificada","p19_recodificada"
"1284",1284,"Tabasco","Versión B",1207,"Hombre","49","Narcotráfico / Venta de droga","Desempleo","Inseguridad pública","Aumento de precios/Inflación","Aprueba totalmente","Que permanezca","Inseguridad","Injusticia","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Ns/Nc","Mucha","Ns/Nc","Ns/Nc","Mucha","Mucha","Poca","Ns/Nc","Poca","Mucha","Mucha","Mucha","Ns/Nc","Ns/Nc","Poca","Mucha","Ns/Nc","Ns/Nc","Honesto","Ns/Nc","Nunca","Ns/Nc","Muy frecuentemente","Es inútil","No","Ninguna","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Disminuido","Disminuirá","No","No","No","No","No","No","No","Los ciudadanos","Bien","Está siendo exitoso","Sí","Mayores","Mucho","Poco","Mucho","Mucho","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Mucha","Mucha","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Morena","PRI","Universidad terminada","Trabajador por cuenta propia","Sí","Sí","Sí","Sí","Sí","Sí","Sí","$16,001 -  $ 20,000","MORENA","MORENA",1224,4,"Universidad o más","30-49",12,1.48964238426014,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",88269.1778543396,"Inseguridad",0
"1285",1285,"Tabasco","Versión A",1231,"Hombre","36","Gobierno","Mal gobierno","Pobreza","Corrupción","Desaprueba algo","Que permanezca","Deshonestidad","Injusticia","La cultura y educación","No se justifica","No","No","No","No","No","Entre los ciudadanos","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Ns/Nc","Algo","Corrupto","Corrupto","Corrupto","Nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Es inútil","Sí","Tres","No",NA,NA,"Sí","No",NA,"No sirve denunciar","Aumentado","Aumentará","Sí","Sí","No","Sí","Sí","Sí","Sí","Los ciudadanos","Mal","Está fracasando","Sí","No habría diferencia","Algo","Mucho","Mucho","Algo","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Poca","Mucha","Mucha","Poca","Mucha","En desacuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Bien","Perdonar","Castigar","Castigar","PRI","Morena","Universidad terminada","Trabajador por cuenta propia","Sí","No","Sí","Sí","Sí","Sí","Sí","$16,001 -  $ 20,000","PRI","PRI",1247,4,"Universidad o más","30-49",12,1.48964238426014,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",88269.1778543396,"Problemas Políticos",3
"1286",1286,"Tabasco","Versión B",1306,"Mujer","34","Delincuencia","Mal gobierno","Pobreza","Corrupción","Aprueba totalmente","Que permanezca","PRI","PAN","La pobreza y desigualdad","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Ns/Nc","Ns/Nc","Mucha","Mucha","Mucha","Ns/Nc","Ns/Nc","Mucha","Mucha","Mucha","Ns/Nc","Algo","Mucha","Mucha","Ns/Nc","Honesto","Ns/Nc","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Es inútil","No","Una","No",NA,NA,"No","No",NA,"No sirve denunciar","Aumentado","Disminuirá","No","No","No","No","No","No","No","Ambas / Los dos","Muy bien","Está siendo exitoso","Sí","Mayores","Algo","Mucho","Mucho","Mucho","Economía","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Mucha","Mucha","Poca","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","No lo conoce","Castigar","Castigar","Castigar","Morena","PRI","Preparatoria o bachillerato","Ama de casa","Sí","No","Sí","No","Sí","Sí","Sí","$6,001 -  $10,000","En blanco","En blanco",1322,4,"Preparatoria o equivalente","30-49",22,0.752089928525343,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",44565.29994374,"Inseguridad",1
"1287",1287,"Tabasco","Versión A",1332,"Mujer","27","Delincuencia","Pobreza","Inseguridad pública","Corrupción","Aprueba totalmente","Que permanezca","Robo","Poder / Abuso de poder","La pobreza y desigualdad","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Nada","Algo","Nada","Nada","Poca","Nada","Poca","Mucha","Ns/Nc","Mucha","Ns/Nc","Mucha","Poca","Ns/Nc","Poca","Poca","Poca","Honesto","Honesto","Honesto","Nunca","Nunca","Muy frecuentemente","Es inútil","No","Una","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Disminuido","Disminuirá","No","No","No","No","No","No","No","El Gobierno","Muy bien","Está siendo exitoso","Sí","Mayores","Mucho","Algo","Mucho","Mucho","Economía","Las personas son honestas y no necesitan ser vigiladas","Algo","Poca","Nada","Poca","Algo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No lo conoce","Perdonar","Perdonar","Perdonar","Morena","PRI","Preparatoria o bachillerato sin terminar","Trabajador por cuenta propia","Sí","Sí","Sí","Sí","No","Sí","Sí","$6,001 -  $10,000","PVEM","MORENA",1549,4,"Secundaria","18-29",21,0.909512391194432,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",53893.4121822404,"Inseguridad",1
"1288",1288,"Tabasco","Versión B",1402,"Hombre","29","Seguridad / Inseguridad","Inseguridad pública","Aumento de precios/Inflación","Desempleo","Aprueba totalmente","Que permanezca","PRI","Mal gobierno / Gobierno","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Algo","Mucha","Mucha","Mucha","Mucha","Nada","Poca","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Ns/Nc","Honesto","Ns/Nc","Sólo algunas veces/Casi nunca","Nunca","Muy frecuentemente","Es inútil","No","Tres","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Disminuirá","No","No","No","No","No","No","No","Ambas / Los dos","Bien","Está siendo exitoso","Sí","Mayores","Mucho","Mucho","Mucho","Mucho","Salud","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Mucha","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Perdonar","Perdonar","Perdonar","Morena","PRI","Posgrado/Maestría/Doctorado","Trabajador por cuenta propia","Sí","Sí","Sí","Sí","No","No","Sí","$ 20,001 - $ 32,000","MORENA","MORENA",1416,4,"Universidad o más","18-29",11,1.6717020947291,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",99057.1771307405,"Inseguridad",3
"1289",1289,"Tabasco","Versión A",1435,"Mujer","24","Seguridad / Inseguridad","Inseguridad pública","Pobreza","Aumento de precios/Inflación","Aprueba algo","Ns/Nc","Políticos","Desigualdad","La cultura y educación","No se justifica","No","No","No","No","No","Entre los ciudadanos","Ns/Nc","Algo","Nada","Poca","Algo","Algo","Algo","Poca","Ns/Nc","Poca","Algo","Algo","Algo","Ns/Nc","Algo","Algo","Ns/Nc","Corrupto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Ns/Nc","No","Una","No",NA,NA,"No","No",NA,"No he sido víctima de corrupción","Disminuido","Disminuirá","No","No","No","No","No","No","No","El Gobierno","Mal","Está fracasando","No","Mayores","Mucho","Algo","Mucho","Mucho","Servicios públicos","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Mucha","Mucha","Mucha","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Ninguno","PRI","Universidad terminada","Ama de casa","Sí","No","Sí","No","No","Sí","Sí","$6,001 -  $10,000","En blanco","En blanco",1457,4,"Universidad o más","18-29",21,1.81604643463001,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",107610.341531543,"Inseguridad",1
"1290",1290,"Tabasco","Versión B",1457,"Hombre","25","Seguridad / Inseguridad","Inseguridad pública","Pobreza","Desempleo","Desaprueba algo","Que permanezca","Crimen Organizado","Injusticia","La cultura y educación","No se justifica","No","No","No","No","No","En las empresas y sector privado","Poca","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Poca","Poca","Poca","Poca","Mucha","Mucha","Poca","Honesto","Honesto","Honesto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Es inútil","No","Dos","No",NA,NA,"No","No",NA,"No sabía en dónde hacerlo","Disminuido","Disminuirá","No","No","No","No","Sí","No","Sí","Los ciudadanos","Bien","Está fracasando","Sí","Mayores","Poco","Mucho","Poco","Nada","Salud","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Mucha","Mucha","Mucha","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","No lo conoce","Perdonar","Perdonar","Perdonar","Morena","PAN","Universidad terminada","Desempleado","Sí","Sí","Sí","Sí","No","Sí","Sí","$6,001 -  $10,000","MORENA","MORENA",1511,4,"Universidad o más","18-29",11,1.6717020947291,1270878,3,27,"Tabasco            ",12,"MACUSPANA                                        ",1,878,"Urbano",99057.1771307405,"Inseguridad",2
"1291",1291,"Tamaulipas","Versión A",1018,"Mujer","31","Corrupción","Corrupción","Mal gobierno","Inseguridad pública","Aprueba algo","Que permanezca","Narcotráfico","Injusticia","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Poca","Corrupto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Nunca","Muy frecuentemente","Es inútil","No","Una","No",NA,NA,"Sí","No",NA,"No sirve denunciar","Ns/Nc","Disminuirá","No","No","No","Sí","No","No","No","El Gobierno","Bien","Está siendo exitoso","No","Mayores","Mucho","Mucho","Mucho","Mucho","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Mucha","Algo","Ns/Nc","Ns/Nc","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Mal","Castigar","Castigar","Castigar","Morena","PRI","Universidad terminada","Desempleado","Sí","No","No","No","No","No","No","Ns/Nc","MORENA","MORENA",1033,28,"Universidad o más","30-49",22,1.51895463734562,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",78698.1850832821,"Corrupción",1
"1292",1292,"Tamaulipas","Versión B",1215,"Hombre","47","Corrupción","Corrupción","Inseguridad pública","Pobreza","Aprueba totalmente","Que permanezca","Dinero","Policias","La impunidad o falta de castigo","No se justifica","Sí","Sí","Sí","No","No","En las empresas y sector privado","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Mucha","Nada","Mucha","Mucha","Mucha","Mucha","Poca","Poca","Mucha","Nada","Corrupto","Honesto","Honesto","La mayoría de las veces","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Una","No",NA,NA,"No aplica","No",NA,"No sirve denunciar","Aumentado","Disminuirá","No","No","No","No","No","No","No","El Gobierno","Muy bien","Está siendo exitoso","No","Mayores","Mucho","Mucho","Mucho","Mucho","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Mucha","Poca","Poca","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","Morena","PRI","Primaria sin terminar","Trabajador por cuenta propia","No","No","No","No","No","No","No","$6,001 -  $10,000","MORENA","MORENA",1223,28,"Hasta primaria","30-49",12,1.2547771057757,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",65010.9479774622,"Corrupción",1
"1293",1293,"Tamaulipas","Versión A",1130,"Hombre","19","Seguridad / Inseguridad","Corrupción","Pobreza","Inseguridad pública","Aprueba totalmente","Que permanezca","Mal gobierno / Gobierno","Mal gobierno / Gobierno","La cultura y educación","Sí se justifica","No","No","No","No","No","En el Gobierno y sector público","Nada","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Algo","Algo","Algo","Nada","Mucha","Mucha","Algo","Mucha","Mucha","Algo","Corrupto","Corrupto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Sirve","Sí","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Disminuirá","No","No","No","No","No","No","No","El Gobierno","Muy bien","Está siendo exitoso","Sí","Mayores","Algo","Algo","Algo","Algo","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Algo","Algo","Mucha","Poca","Poca","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Morena","PRI","Universidad sin terminar","Estudiante","Sí","Sí","Sí","Sí","No","Sí","Sí","Ns/Nc","Moviento Ciudadano","Moviento Ciudadano",1145,28,"Preparatoria o equivalente","18-29",11,0.827720774556879,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",42884.8374479357,"Inseguridad",2
"1294",1294,"Tamaulipas","Versión B",1110,"Mujer","45","Corrupción","Inseguridad pública","Corrupción","Economía","Aprueba totalmente","Que permanezca","Dinero","Coraje/Molestia / Enojo","La cultura y educación","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Mucha","Mucha","Mucha","Ns/Nc","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Poca","Corrupto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Nunca","Muy frecuentemente","Es inútil","No","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Igual","Disminuirá","No","No","No","No","No","No","No","Los ciudadanos","Muy bien","Está siendo exitoso","Sí","Mayores","Mucho","Algo","Mucho","Mucho","Impartición de justicia","Las personas son honestas y no necesitan ser vigiladas","Algo","Mucha","Mucha","Mucha","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Mal","Castigar","Castigar","Castigar","Morena","PRI","Universidad terminada","Ama de casa","Sí","Sí","Sí","Sí","No","Sí","Sí","$6,001 -  $10,000","MORENA","MORENA",1133,28,"Universidad o más","30-49",22,1.51895463734562,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",78698.1850832821,"Corrupción",2
"1295",1295,"Tamaulipas","Versión A",1000,"Hombre","55","Corrupción","Inseguridad pública","Economía","Corrupción","Aprueba algo","Que permanezca","Mal gobierno / Gobierno","Mal gobierno / Gobierno","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Algo","Algo","Algo","Algo","Nada","Mucha","Algo","Algo","Algo","Algo","Mucha","Algo","Mucha","Algo","Mucha","Mucha","Algo","Corrupto","Honesto","Honesto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Sirve","Sí","Tres","No",NA,NA,"Sí","Sí","No",NA,"Igual","Disminuirá","No","No","No","No","No","No","No","Los ciudadanos","Bien","Ns/Nc","Sí","Mayores","Mucho","Algo","Mucho","Algo","Economía","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Mucha","Mucha","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Bien","Castigar","Castigar","Castigar","Ninguno","PRI","Preparatoria o bachillerato","Trabajador en el gobierno","Sí","Sí","Sí","Sí","No","Sí","Sí","Ns/Nc","Leyendas en la boleta","MORENA",1016,28,"Preparatoria o equivalente","50-+",13,0.59552196841326,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",30854.4422190558,"Corrupción",3
"1296",1296,"Tamaulipas","Versión B",1027,"Mujer","60","Delincuencia","Inseguridad pública","Aumento de precios/Inflación","Corrupción","Aprueba totalmente","Que renuncie","Maldad / Algo malo / malo","Injusticia","La pobreza y desigualdad","Sí se justifica","No","No","No","No","No","En el Gobierno y sector público","Poca","Mucha","Mucha","Mucha","Mucha","Mucha","Poca","Mucha","Algo","Algo","Mucha","Mucha","Mucha","Poca","Mucha","Mucha","Algo","Corrupto","Honesto","Corrupto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Es inútil","Sí","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Aumentará","No","No","No","Sí","Sí","Sí","Sí","El Gobierno","Bien","Está siendo exitoso","No","No habría diferencia","Algo","Mucho","Mucho","Mucho","Impartición de justicia","Si las personas no son vigiladas es más probable que cometan algún acto de corrupción","Mucha","Algo","Poca","Poca","Algo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","Ninguno","PRI","Universidad sin terminar","Ama de casa","Sí","Sí","Sí","Sí","No","Sí","Sí","Ns/Nc","Ninguno","Ninguno",1042,28,"Preparatoria o equivalente","50-+",23,0.798872463352781,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",41390.1846922434,"Inseguridad",2
"1297",1297,"Tamaulipas","Versión A",1049,"Hombre","38","Corrupción","Mal gobierno","Economía","Desempleo","Aprueba totalmente","Que permanezca","Mal gobierno / Gobierno","Mal gobierno / Gobierno","La pobreza y desigualdad","No se justifica","No","No","No","No","No","Entre los ciudadanos","Poca","Mucha","Mucha","Poca","Poca","Mucha","Poca","Poca","Poca","Mucha","Mucha","Algo","Poca","Nada","Mucha","Mucha","Poca","Honesto","Honesto","Honesto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Frecuentemente","Es inútil","No","Dos","No",NA,NA,"Sí","No",NA,"Por miedo a represalias","Disminuido","Disminuirá","Sí","No","No","Sí","Sí","Sí","Sí","Los ciudadanos","Muy bien","Está siendo exitoso","Sí","Mayores","Mucho","Poco","Mucho","Mucho","Educación","Las personas son honestas y no necesitan ser vigiladas","Mucha","Mucha","Poca","Poca","Mucha","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy bien","Castigar","Castigar","Castigar","Morena","PRI","Preparatoria o bachillerato","Trabajador en sector privado","Sí","Sí","Sí","Sí","No","Sí","Sí","$6,001 -  $10,000","MORENA","MORENA",1101,28,"Preparatoria o equivalente","30-49",12,0.73757636124298,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",38214.3874234384,"Corrupción",2
"1298",1298,"Tamaulipas","Versión B",1114,"Mujer","22","Corrupción","Corrupción","Inseguridad pública","Aumento de precios/Inflación","Aprueba totalmente","Que permanezca","Delincuencia","Narcotrafico","La impunidad o falta de castigo","No se justifica","No","No","No","No","No","En el Gobierno y sector público","Algo","Mucha","Mucha","Mucha","Mucha","Mucha","Algo","Mucha","Mucha","Mucha","Algo","Mucha","Mucha","Algo","Algo","Mucha","Algo","Honesto","Honesto","Honesto","Sólo algunas veces/Casi nunca","Sólo algunas veces/Casi nunca","Muy frecuentemente","Es inútil","No","Dos","No",NA,NA,"No aplica","No",NA,"No he sido víctima de corrupción","Aumentado","Aumentará","No","No","No","No","No","No","No","El Gobierno","Muy bien","Está siendo exitoso","Sí","No habría diferencia","Algo","Algo","Poco","Algo","Seguridad pública","Las personas son honestas y no necesitan ser vigiladas","Algo","Poca","Algo","Algo","Algo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","No lo conoce","Castigar","Castigar","Castigar","PAN","PRI","Secundaria","Ama de casa","Sí","Sí","Sí","Sí","No","Sí","Sí","Ns/Nc","PAN","PT",1127,28,"Secundaria","18-29",21,0.909512391194432,1280165,2,28,"Tamaulipas         ",9,"CIUDAD MADERO                                    ",7,165,"Mixto",47122.5227784545,"Corrupción",2
